Easements,LotArea,BldgArea,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,AssessLand,AssessTot,ExemptLand,ExemptTot,YearBuilt,BuiltFAR,ResidFAR,CommFAR,FacilFAR,XCoord,YCoord
1,1424,1500,1,3,1,1,16,89,16,30,5100,19020,1610,1610,1987,1.05,0.6,0,1,940632,151517
1,1424,1500,1,3,1,1,16,89,16,30,5100,19020,3440,3440,1987,1.05,0.6,0,1,940646,151508
1,1424,1500,1,3,1,1,16,89,16,30,5100,19020,1610,1610,1987,1.05,0.6,0,1,940659,151498
1,1424,1500,1,3,1,1,16,89,16,30,5100,19020,1610,1610,1987,1.05,0.6,0,1,940672,151489
1,3293,1500,1,3,1,1,37,89,16,30,7592,19491,1610,1610,1987,0.46,0.6,0,1,940692,151475
1,1550,1500,1,3,1,1,31,50,16,30,5159,19214,5159,13047,1987,0.97,0.6,0,1,940656,151587
1,1550,1500,1,3,1,1,31,50,16,30,5220,19440,1610,1610,1987,0.97,0.6,0,1,940682,151569
1,1550,1500,1,3,1,1,31,50,16,30,5220,19440,1610,1610,1987,0.97,0.6,0,1,940708,151551
1,1800,1500,1,3,1,1,36,50,16,30,5682,19491,1610,1610,1987,0.83,0.6,0,1,940735,151532
1,1404,1500,1,3,1,1,36,39,16,30,5100,18960,1610,1610,1987,1.07,0.6,0,1,940760,151567
1,3621,1500,1,3,1,1,51,71,16,30,8044,19491,1610,1610,1987,0.41,0.6,0,1,940727,151428
1,1184,1500,1,3,1,1,16,74,16,30,4440,18120,1610,1610,1987,1.27,0.6,0,1,940747,151456
1,1184,1500,1,3,1,1,16,74,16,30,4440,18120,0,0,1987,1.27,0.6,0,1,940757,151469
1,1184,1500,1,3,1,1,16,74,16,30,4440,18120,1610,1610,1987,1.27,0.6,0,1,940767,151482
1,1200,1500,1,3,1,1,16,75,16,30,4500,18240,1610,1610,1987,1.25,0.6,0,1,940777,151496
1,1223,1500,1,3,1,1,16,76,16,36,4109,17280,0,0,1987,1.23,0.6,0,1,940786,151508
1,1232,1500,1,3,1,1,16,77,16,30,4560,18300,1610,1610,1987,1.22,0.6,0,1,940795,151521
1,2387,1360,1,3,1,1,31,77,16,30,7080,19980,1610,1610,1989,0.57,0.6,0,1,940808,151539
1,1978,1500,1,3,1,1,23,86,16,30,5474,19491,1610,1610,1987,0.76,0.6,0,1,940900,151438
1,2484,1500,1,3,1,1,27,92,16,30,6411,19491,1610,1610,1987,0.6,0.6,0,1,940846,151365
1,1456,1500,1,3,1,1,16,91,16,30,5160,19080,1610,1610,1987,1.03,0.6,0,1,940863,151353
1,1456,1500,1,3,1,1,16,91,16,30,5121,18938,1610,1610,1987,1.03,0.6,0,1,940876,151344
1,2610,1500,1,3,1,1,29,90,16,30,6514,19491,0,0,1987,0.57,0.6,0,1,940897,151329
1,1392,1500,1,3,1,1,16,87,16,30,4980,18900,1610,1610,1987,1.08,0.6,0,1,940917,151426
1,1392,1500,1,3,1,1,16,87,16,30,4980,18900,1610,1610,1987,1.08,0.6,0,1,940930,151416
1,2552,1500,1,3,1,1,29,88,16,30,6497,19491,1610,1610,1987,0.59,0.6,0,1,940950,151402
1,2262,1500,1,3,1,1,58,39,16,30,6127,19491,0,0,1987,0.66,0.6,0,1,941121,151314
1,1482,1500,1,3,1,1,38,39,16,30,4650,19149,1610,1610,1987,1.01,0.6,0,1,941161,151286
1,1600,1500,1,3,1,1,16,100,16,30,4927,19491,3440,3440,1987,0.94,0.6,0,1,941169,151247
1,1520,1500,1,3,1,1,16,95,16,30,4721,19270,1610,1610,1987,0.99,0.6,0,1,941159,151235
1,1520,1300,1,3,1,1,16,95,16,30,5040,16800,1610,1610,1987,0.86,0.6,0,1,941149,151223
1,1520,1500,1,3,1,1,16,95,16,30,4721,19270,1610,1610,1987,0.99,0.6,0,1,941139,151211
1,1424,1500,1,3,1,1,16,89,16,30,4491,19007,4491,6362,1987,1.05,0.6,0,1,941128,151198
1,1424,1500,1,3,1,1,16,89,16,30,4181,17694,1610,1610,1987,1.05,0.6,0,1,941117,151185
1,3311,1500,1,3,1,1,43,77,16,30,6900,18000,1610,1610,1987,0.45,0.6,0,1,941098,151163
1,2581,1500,1,3,1,1,29,89,16,30,6663,19491,0,0,1987,0.58,0.6,0,1,941068,151213
1,1424,1500,1,3,1,1,16,89,16,30,4268,18316,0,0,1987,1.05,0.6,0,1,941050,151225
1,1424,1500,1,3,1,1,16,89,16,30,4166,17998,0,0,1987,1.05,0.6,0,1,941036,151235
1,1424,1500,1,3,1,1,16,89,16,30,4491,19007,0,0,1987,1.05,0.6,0,1,941023,151244
1,1424,1500,1,3,1,1,16,89,16,30,4491,19007,1610,1610,1987,1.05,0.6,0,1,941010,151253
1,1424,1500,1,3,1,1,16,89,16,30,4491,19007,4491,12944,1987,1.05,0.6,0,1,940998,151262
1,1424,1500,1,3,1,1,16,89,16,30,4491,19007,4491,6362,1987,1.05,0.6,0,1,940984,151271
1,2848,1500,1,3,1,1,32,89,16,30,7309,19491,1610,1610,1987,0.53,0.6,0,1,940964,151286
1,1700,1500,1,3.5,1,1,34,50,16,30,5640,19320,1610,1610,1987,0.88,0.6,0,1,941006,151341
1,1550,1500,1,3,1,1,31,50,16,30,5220,18900,5220,6335,1987,0.97,0.6,0,1,941034,151322
1,1550,1500,1,3,1,1,31,50,16,30,5220,18900,1610,1610,1987,0.97,0.6,0,1,941059,151304
1,2900,1500,1,3,1,1,58,50,16,30,7003,18247,1610,1610,1987,0.52,0.6,0,1,941095,151278
1,600850,127786,3,1,0,20,778,1150,740,95,4877550,8874900,0,0,1966,0.21,0,1,2.4,937484,148819
1,22812000,74000,5,2,0,1,260,40,20,30,18021600,24205307,18021600,24205307,1982,0,0.6,0,1,936479,150183
1,2235,1250,1,3,1,1,49,45,24,20,5880,16320,0,0,1990,0.56,0.6,0,1,932786,155985
1,2450,1480,1,3,1,1,25,98,14,40,6130,19560,0,0,1990,0.6,0.6,0,1,933270,155631
1,1372,1480,1,3,1,1,14,98,14,40,4438,17871,0,0,1990,1.08,0.6,0,1,933255,155643
1,1372,1480,1,3,1,1,14,98,14,40,4438,17871,1610,1610,1990,1.08,0.6,0,1,933244,155652
1,1372,1480,1,3,1,1,14,98,14,40,4188,16864,1610,1610,1990,1.08,0.6,0,1,933233,155661
1,1372,1480,1,3,1,1,14,98,14,40,4438,17871,1610,1610,1990,1.08,0.6,0,1,933223,155669
1,1372,1480,1,3,1,1,14,98,14,40,4438,17871,1610,1610,1990,1.08,0.6,0,1,933211,155679
1,1372,1480,1,3,1,1,14,98,14,40,4438,17871,1610,1610,1990,1.08,0.6,0,1,933203,155691
1,1148,1480,1,3,1,1,14,82,14,40,4080,17760,1610,1610,1990,1.29,0.6,0,1,933194,155701
1,1148,1480,1,3,1,1,14,82,14,40,4080,17760,0,0,1990,1.29,0.6,0,1,933184,155710
1,1600,1240,1,3,1,1,40,40,24,20,4336,15264,1610,1610,1990,0.78,0.6,0,1,933151,155713
1,1800,1480,1,3,1,1,25,40,24,20,4548,19270,0,0,1990,0.82,0.6,0,1,933178,155747
1,1000,1480,1,3,1,1,25,40,24,20,3588,16726,1610,1610,1990,1.48,0.6,0,1,933150,155777
1,680,922,1,3,1,1,17,40,17,22,3480,13140,0,0,1990,1.36,0.6,0,1,933136,155761
1,1600,1240,1,3,1,1,40,40,24,20,4334,15200,0,0,1989,0.78,0.6,0,1,933117,155737
1,1148,1480,1,3,1,1,14,82,14,40,4080,17760,0,0,1990,1.29,0.6,0,1,933110,155770
1,1148,1480,1,3,1,1,14,82,14,40,3747,16311,0,0,1990,1.29,0.6,0,1,933100,155779
1,1148,1480,1,3,1,1,14,82,14,40,4080,17760,1610,1610,1989,1.29,0.6,0,1,933078,155797
1,1148,1480,1,3,1,1,14,82,14,40,4080,17760,1610,1610,1989,1.29,0.6,0,1,933067,155806
1,1148,1480,1,3,1,1,14,82,14,40,4080,17760,1610,1610,1989,1.29,0.6,0,1,933056,155815
1,1000,1240,1,3,1,1,25,40,24,20,3420,14400,0,0,1989,1.24,0.6,0,1,933053,155856
1,748,922,1,3,1,1,17,44,17,22,3660,13380,0,0,1989,1.23,0.6,0,1,933039,155841
1,2552,1240,1,3,1,1,58,44,24,20,7048,16726,1610,1610,1989,0.49,0.6,0,1,933011,155808
1,1078,1480,1,3,1,1,14,77,14,40,3846,17280,0,0,1989,1.37,0.6,0,1,932794,155953
1,1078,1480,1,3,1,1,14,77,14,40,3692,16588,0,0,1990,1.37,0.6,0,1,932804,155942
1,1078,1480,1,3,1,1,14,77,14,40,3900,17520,0,0,1989,1.37,0.6,0,1,932814,155931
1,1078,1480,1,3,1,1,14,77,14,40,3900,17520,1610,1610,1989,1.37,0.6,0,1,932823,155921
1,1064,1480,1,3,1,1,14,76,14,40,3648,16588,1610,1610,1989,1.39,0.6,0,1,932832,155910
1,1050,1480,1,3,1,1,14,75,14,40,3840,17400,0,0,1989,1.41,0.6,0,1,932841,155899
1,1886,1240,1,3,1,1,41,46,24,20,5392,15758,1610,1610,1989,0.66,0.6,0,1,932870,155887
1,1148,1240,1,3,1,1,28,41,24,20,3780,14820,0,0,1989,1.08,0.6,0,1,932840,155863
1,1230,1240,1,3,1,1,30,41,24,20,3600,13620,3600,3653,1989,1.01,0.6,0,1,932868,155833
1,1763,1240,1,3,1,1,41,43,24,20,5220,15540,0,0,1989,0.7,0.6,0,1,932897,155857
1,1008,1480,1,3,1,1,14,72,14,40,3720,17280,1610,1610,1989,1.47,0.6,0,1,932904,155827
1,1008,1480,1,3,1,1,14,72,14,40,3720,17280,1610,1610,1990,1.47,0.6,0,1,932913,155817
1,1008,1480,1,3,1,1,14,72,14,40,3720,17280,1610,1610,1989,1.47,0.6,0,1,932922,155806
1,1134,1480,1,3,1,1,14,81,14,40,4080,17700,1610,1610,1989,1.31,0.6,0,1,932927,155793
1,1120,1480,1,3,1,1,14,80,14,40,4020,17640,1610,1610,1989,1.32,0.6,0,1,932935,155783
1,1900,1240,1,3,1,1,38,50,24,20,5332,15758,1610,1610,1989,0.65,0.6,0,1,932973,155769
1,1140,922,1,3,1,1,20,57,17,22,4860,14940,0,0,1989,0.81,0.6,0,1,932950,155747
1,1200,722,1,3,1,1,20,60,17,22,4680,14460,1610,1610,1989,0.6,0.6,0,1,932936,155733
1,1740,722,1,3,1,1,20,87,17,22,6360,16680,0,0,1989,0.41,0.6,0,1,932913,155728
1,1792,1240,1,3,1,1,32,56,24,20,5040,15600,1610,1610,1989,0.69,0.6,0,1,932903,155695
1,1850,1240,1,3,1,1,37,50,24,20,5220,15720,0,0,1989,0.67,0.6,0,1,932868,155726
1,1940,1480,1,3,1,1,22,80,24,20,5700,20100,0,0,1989,0.76,0.6,0,1,932811,155681
1,1106,1480,1,3,1,1,14,79,14,40,4020,17640,0,0,1989,1.34,0.6,0,1,932835,155670
1,1106,1480,1,3,1,1,14,79,14,40,4020,17640,1610,1610,1989,1.34,0.6,0,1,932847,155663
1,1106,1480,1,3,1,1,14,79,14,40,4020,17640,0,0,1989,1.34,0.6,0,1,932858,155655
1,1106,1480,1,3,1,1,14,79,14,40,4020,17640,0,0,1989,1.34,0.6,0,1,932870,155647
1,1106,1480,1,3,1,1,14,79,14,40,4020,17640,0,0,1989,1.34,0.6,0,1,932882,155640
1,1106,1480,1,3,1,1,14,79,14,40,4020,17640,0,0,1989,1.34,0.6,0,1,932893,155632
1,1106,1480,1,3,1,1,14,79,14,40,4020,17640,1610,1610,1989,1.34,0.6,0,1,932905,155624
1,1106,1480,1,3,1,1,14,79,14,40,3030,14818,0,0,1990,1.34,0.6,0,1,932917,155617
1,1106,1480,1,3,1,1,14,79,14,40,3624,16599,1610,1610,1990,1.34,0.6,0,1,932928,155609
1,1106,1480,1,3,1,1,14,79,14,40,4020,17640,1610,1610,1990,1.34,0.6,0,1,932941,155601
1,2860,1480,1,3,1,1,52,55,20,35,6510,18607,0,0,1990,0.52,0.6,0,1,932953,155666
1,1100,1480,1,2,1,1,20,55,20,35,3720,17880,1610,1610,1990,1.35,0.6,0,1,932975,155690
1,1100,1480,1,3,1,1,20,55,20,35,3720,17880,0,0,1990,1.35,0.6,0,1,933007,155726
1,2200,1480,1,3,1,1,40,55,20,35,5491,18607,0,0,1990,0.67,0.6,0,1,933030,155751
1,2530,1480,1,3,1,1,46,55,20,35,5411,17143,1610,1610,1990,0.58,0.6,0,1,933071,155716
1,1100,1480,1,3,1,1,20,55,20,35,3720,17880,3720,9922,1990,1.35,0.6,0,1,933048,155690
1,1540,1480,1,3,1,1,14,110,20,35,4867,18698,0,0,1990,0.96,0.6,0,1,933016,155695
1,1540,1480,1,3,1,1,14,110,20,35,4867,18698,1610,1610,1990,0.96,0.6,0,1,933007,155685
1,1100,1480,1,3,1,1,20,55,20,35,3720,17880,1610,1610,1990,1.35,0.6,0,1,933015,155654
1,2035,1480,1,3,1,1,37,55,20,35,5214,18607,1610,1610,1990,0.73,0.6,0,1,932995,155633
1,2208,1240,1,3,1,1,46,48,46,48,4124,15758,0,0,1990,0.56,0.6,0,1,932974,155599
1,1260,1240,1,3,1,1,30,42,24,20,3660,13680,1610,1610,1990,0.98,0.6,0,1,932951,155567
1,1530,1480,2,3,1,1,17,90,14,40,4683,18316,1610,1610,1990,0.97,0.6,0,1,933002,155531
1,1302,1480,1,3,1,1,14,93,14,40,4272,17680,0,0,1990,1.14,0.6,0,1,933017,155543
1,1302,1480,1,3,1,1,14,93,14,40,4272,17680,0,0,1990,1.14,0.6,0,1,933025,155552
1,1302,1480,1,3,1,1,14,93,14,40,4272,17680,0,0,1990,1.14,0.6,0,1,933033,155562
1,1302,1480,1,3,1,1,14,93,14,40,4272,17680,1610,1610,1990,1.14,0.6,0,1,933042,155571
1,1302,1480,1,3,1,1,14,93,14,40,4272,17680,1610,1610,1990,1.14,0.6,0,1,933050,155581
1,1302,1480,1,3,1,1,14,93,14,40,4472,17949,0,0,1990,1.14,0.6,0,1,933059,155591
1,1302,1480,1,3,1,1,14,93,14,40,4272,17680,1610,1610,1990,1.14,0.6,0,1,933069,155602
1,1302,1480,1,3,1,1,14,93,14,40,4272,17680,1610,1610,1990,1.14,0.6,0,1,933078,155613
1,1302,1480,1,3,1,1,14,93,14,40,4272,17680,1610,1610,1990,1.14,0.6,0,1,933087,155623
1,1302,1480,1,3,1,1,14,93,14,40,4272,17680,1610,1610,1990,1.14,0.6,0,1,933096,155633
1,1302,1480,1,3,1,1,14,93,14,40,4272,17680,1610,1610,1990,1.14,0.6,0,1,933106,155643
1,1978,1240,1,3,1,1,46,43,24,20,5640,15960,1610,1610,1990,0.63,0.6,0,1,933108,155685
1,2400,1240,1,3,1,1,50,48,24,20,6900,17400,1610,1610,1990,0.52,0.6,0,1,933143,155654
1,242106,51609,2,1,0,1,1107.83,139.25,367,218,2171250,4957650,0,126245,1986,0.21,0,1,2.4,931054,153567
1,3534,0,0,0,0,0,55.75,100,0,0,68850,68850,0,0,0,0,0.6,0,1,930783,154424
1,7500,4125,1,1,0,4,75,100,55,75,62550,250200,0,0,1931,0.55,0.6,0,1,930833,154458
1,15334,2200,1,1,0,1,215,196,65,30,151650,335250,0,107190,1994,0.14,0,2,0,930288,154027
1,263011,92491,2,2,0,1,800,506,302,364,2015550,2480400,0,0,2012,0.35,0,2,0,930196,153295
1,12936,1910,3,2,1,2,66,196,25,25,16080,24480,0,0,1931,0.15,0,2,0,930278,153875
2,4051080,0,0,0,0,0,2944.17,2937.92,0,0,26223750,26223750,26223750,26223750,0,0,0,2,0,929963,151236
1,98493,31908,1,2,0,2,387,350,165,47,592650,1642050,0,0,1979,0.32,0,2,0,930400,152952
1,2472,1520,1,2,1,1,48,62,26,25,7020,19920,0,0,1970,0.61,0.6,0,1,931029,155622
1,31965,900,3,2,0,1,90.42,266,18,25,114300,133169,114300,133169,1948,0.03,0.6,0,1,932662,156243
1,311595,0,0,0,0,0,427,408,0,0,70680,70680,0,0,0,0,0.6,0,1,931890,156583
1,681100,254926,1,1,0,20,903,892,515,325,3831300,8648550,0,0,1990,0.37,2.43,3.4,4.8,930789,158173
2,669460,0,0,0,0,0,256,194,0,0,216900,216900,0,0,0,0,0,2,0,930016,157092
2,795594,5247,2,1,0,1,270,1330,40.5,129.55,868500,960359,0,0,1970,0.01,0,2,0,965727,165337
1,55448,0,0,0,0,0,116,478,0,0,0,0,0,0,0,0,0.9,0,2,967176,162831
1,5487,1842,1,2,1,1,59,93,23,27,6770,14929,1610,1610,1901,0.34,0.6,0,1,963495,164326
1,4750,1776,2,2.5,2,2,50,95,28,32,8460,19080,1610,1610,1901,0.37,0.6,0,1,963478,164372
1,3936,2444,1,2.5,2,2,41,96,25,36,7744,21565,0,0,1901,0.62,0.6,0,1,963458,164414
1,4018,2568,1,2.5,1,1,41,98,25,29,8458,21979,1810,2610,1901,0.64,0.6,0,1,963440,164452
1,108500,0,0,0,0,0,87,302,0,0,0,0,0,0,0,0,0,2,0,964310,164752
1,120350,40140,1,1,0,4,394.15,290,318,155,731250,1323000,0,0,1965,0.33,0,2,0,963859,163999
1,10180,6844,1,1,0,1,90,118,56,68,91800,383850,0,0,1931,0.67,0,2,0,963830,163706
1,2444,1230,1,2,1,1,26,94,16,36,6420,17820,1610,1610,1965,0.5,0.6,0,1,964562,164021
1,2444,1230,1,2,1,1,26,94,16,36,6360,17700,6360,12290,1965,0.5,0.6,0,1,964539,164008
1,2444,1230,1,2,1,1,26,94,16,36,6480,17820,6480,12350,1965,0.5,0.6,0,1,964516,163995
1,2444,1200,1,2,1,1,26,94,16,36,6900,16920,0,0,1965,0.49,0.6,0,1,964494,163982
1,2444,1200,1,2,1,1,26,94,16,38,6840,16980,1610,1610,1965,0.49,0.6,0,1,964472,163970
1,2300,1845,1,2,1,1,25,88,17,50,4800,18840,1610,1610,2001,0.8,0.6,0,1,964451,163953
1,5000,1448,1,2.5,1,1,50,100,20,30,7659,14330,1610,1610,1915,0.29,0.6,0,1,964645,163753
1,2574,1144,1,2,1,1,29.25,100,13,44,7680,18000,0,0,1985,0.44,0.6,0,1,964898,161519
1,2242,1232,1,2,1,1,23.33,96.08,14,44,5451,16449,1610,1610,1985,0.55,0.6,0,1,964897,161584
1,1249,1144,1,2,1,1,13,96.08,13,44,4440,14940,0,0,1987,0.92,0.6,0,1,964887,161599
1,1256,1144,1,2,1,1,13,96.58,13,44,4440,15000,1610,1610,1987,0.91,0.6,0,1,964880,161611
1,1253,1144,1,2,1,1,13,96.42,13,44,4440,15000,0,0,1987,0.91,0.6,0,1,964873,161622
1,1250,1144,1,2,1,1,13,96.17,13,44,4440,14940,1610,1610,1987,0.92,0.6,0,1,964865,161633
1,1252,1144,1,2,1,1,13,96.33,13,44,4440,15000,0,0,1987,0.91,0.6,0,1,964858,161644
1,2256,1232,1,2,1,1,23.5,96,14,44,6283,16449,0,0,1987,0.55,0.6,0,1,964849,161659
1,2346,1144,1,2,1,1,23,102,13,44,7200,18960,1610,1610,1987,0.49,0.6,0,1,965126,161912
1,1428,1516,1,3,1,1,14,102,13,44,4980,19380,1610,1610,1985,1.06,0.6,0,1,965175,161948
1,1428,1516,1,3,1,1,14,102,13,44,4980,19380,1610,1610,1985,1.06,0.6,0,1,965187,161956
1,1339,1144,1,2,1,1,13,103,13,44,5100,15660,1610,1610,1987,0.85,0.6,0,1,965198,161963
1,1339,1144,1,2,1,1,13,103,13,44,4800,15420,1610,1610,1987,0.85,0.6,0,1,965208,161970
1,1442,1516,1,3,1,1,14,103,13,44,5340,20040,0,0,1985,1.05,0.6,0,1,965219,161977
1,1442,1516,1,3,1,1,14,103,13,44,5340,20040,0,0,1985,1.05,0.6,0,1,965231,161985
1,1442,1516,1,3,1,1,14,103,13,44,5340,20040,1610,1610,1985,1.05,0.6,0,1,965242,161993
1,2000,1232,1,2,1,1,20,100,14,44,5760,16320,1610,1610,1987,0.62,0.6,0,1,965267,162009
1,1400,1144,1,2,1,1,14,100,13,44,5520,18840,0,0,1987,0.82,0.6,0,1,965326,161928
1,2806,1144,1,2,1,1,23,122,13,44,7318,19242,1610,1610,1987,0.41,0.6,0,1,965138,161690
1,1400,1516,1,3,1,1,14,100,13,44,4920,19380,0,0,1985,1.08,0.6,0,1,965125,161675
1,1300,1144,1,2,1,1,13,100,13,44,4560,15120,0,0,1987,0.88,0.6,0,1,965114,161668
1,1300,1144,1,2,1,1,13,100,13,44,4560,15120,1610,1610,1987,0.88,0.6,0,1,965105,161662
1,1300,1144,1,2,1,1,13,100,13,44,4560,15120,1610,1610,1987,0.88,0.6,0,1,965094,161655
1,1400,1516,1,3,1,1,14,100,13,44,4920,19380,0,0,1985,1.08,0.6,0,1,965083,161647
1,5300,1144,1,2,1,1,53,100,13,44,9900,18360,1610,1610,1987,0.22,0.6,0,1,965053,161628
1,5300,1232,1,2,1,1,53,100,14,44,9746,19780,1610,1610,1987,0.23,0.6,0,1,965010,161599
1,1400,1516,1,3,1,1,14,100,13,44,4913,19353,0,0,1985,1.08,0.6,0,1,964984,161582
1,1300,1144,1,2,1,1,13,100,13,44,4560,15120,1610,1610,1987,0.88,0.6,0,1,964972,161575
1,1144,1144,1,2,1,1,13,88,13,44,4140,14760,1610,1610,1987,1,0.6,0,1,964963,161562
1,1232,1516,1,3,1,1,14,88,13,44,4440,18780,1610,1610,1985,1.23,0.6,0,1,964952,161554
1,1144,1144,1,2,1,1,13,88,13,44,4140,16260,1610,1610,1985,1,0.6,0,1,964941,161547
1,1144,1144,1,2,1,1,13,88,13,44,4140,16260,1610,1610,1985,1,0.6,0,1,964930,161540
1,1232,1516,1,3,1,1,14,88,13,44,3916,17680,0,0,1985,1.23,0.6,0,1,964918,161531
1,2300,1232,1,2,1,1,23,100,14,44,6720,17340,0,0,1987,0.54,0.6,0,1,964928,161665
1,1400,1648,1,3,1,1,14,100,14,44,4361,19353,0,0,1987,1.18,0.6,0,1,964951,161680
1,1300,1144,1,2,1,1,13,100,13,44,4560,15120,0,0,1987,0.88,0.6,0,1,964963,161688
1,1300,1144,1,2,1,1,13,100,13,44,4560,15120,1610,1610,1987,0.88,0.6,0,1,964973,161695
1,1300,1144,1,2,1,1,13,100,13,44,4380,14760,0,0,1987,0.88,0.6,0,1,964983,161702
1,1400,1516,1,3,1,1,14,100,13,44,4913,19353,1610,1610,1985,1.08,0.6,0,1,964993,161708
1,1400,1416,1,3,1,1,14,100,13,44,5160,18600,0,0,1985,1.01,0.6,0,1,965005,161716
1,1400,1416,1,3,1,1,14,100,13,44,5160,18600,1610,1610,1985,1.01,0.6,0,1,965017,161724
1,1300,1716,1,2,1,1,13,100,13,44,4380,16800,0,0,1987,1.32,0.6,0,1,965029,161733
1,1300,1716,1,2,1,1,13,100,13,44,4380,16800,1610,1610,1987,1.32,0.6,0,1,965040,161740
1,1300,1716,1,2,1,1,13,100,13,44,4380,16800,1610,1610,1987,1.32,0.6,0,1,965050,161746
1,1300,1716,1,2,1,1,13,100,13,44,4380,16800,0,0,1987,1.32,0.6,0,1,965060,161753
1,1400,1416,1,3,1,1,14,100,13,44,5160,18600,1610,1610,1985,1.01,0.6,0,1,965070,161760
1,2600,1516,1,2,1,1,72,100,13,44,9469,20736,0,0,1985,0.58,0.6,0,1,965093,161793
1,2697,1516,1,2,1,1,93,100,13,44,10464,19076,1610,1610,1985,0.56,0.6,0,1,965151,161798
1,1400,1516,1,3,1,1,14,100,13,44,4913,19353,0,0,1985,1.08,0.6,0,1,965183,161832
1,1400,1516,1,3,1,1,14,100,13,44,4913,19353,1610,1610,1985,1.08,0.6,0,1,965194,161840
1,1400,1516,1,3,1,1,14,100,13,44,4913,19353,0,0,1985,1.08,0.6,0,1,965206,161848
1,1300,1144,1,2,1,1,13,100,13,44,4560,16500,0,0,1985,0.88,0.6,0,1,965217,161856
1,1300,1144,1,2,1,1,13,100,13,44,4560,16500,1610,1610,1985,0.88,0.6,0,1,965228,161863
1,1300,1144,1,2,1,1,13,100,13,44,4620,16740,1610,1610,1985,0.88,0.6,0,1,965239,161870
1,1414,1516,1,3,1,1,14,101,13,44,4973,19353,0,0,1985,1.07,0.6,0,1,965250,161877
1,1400,1516,1,3,1,1,14,100,13,44,4913,19353,1610,1610,1985,1.08,0.6,0,1,965261,161885
1,1300,1144,1,2,1,1,13,100,13,44,4560,16500,1610,1610,1985,0.88,0.6,0,1,965273,161893
1,1200,1056,1,2,1,1,12,100,12,44,4080,14640,3440,3440,1985,0.88,0.6,0,1,965283,161900
1,1400,1516,1,3,1,1,14,100,13,44,4913,19353,1610,1610,1985,1.08,0.6,0,1,965294,161907
1,1400,1516,1,3,1,1,14,100,13,44,4913,19353,0,0,1985,1.08,0.6,0,1,965306,161914
1,4636,2100,1,2,1,1,28,114,14,50,6886,23500,1610,1610,1996,0.45,0.6,0,1,965717,161485
1,3200,2376,1,2,1,1,33,97,18,44,6124,21964,1610,1610,1998,0.74,0.6,0,1,965514,160712
1,6700,2451,2,2,1,1,50,134,27,45,13620,34020,1610,1610,1960,0.37,0.6,0,1,965562,161057
1,300,1020,1,1.5,1,1,30,82,22,37,267,8649,267,1610,1920,3.4,0.6,0,1,960058,162477
1,300,1020,2,1.5,1,1,30,91,22,37,107,8649,0,0,1920,3.4,0.6,0,1,960084,162462
1,400,1038,2,1.5,1,1,40,96,24,37,180,8940,0,0,1920,2.6,0.6,0,1,960114,162444
1,2100,1750,1,2,1,1,30,70,15,40,4067,16154,1610,1610,2002,0.83,0.6,0,1,960204,162429
1,4360,2200,1,2,2,2,40,109,25,44,7978,23284,0,0,1970,0.5,0.6,0,1,960235,162366
1,270,1450,1,2,1,1,27,115,16.5,36,386,11320,386,1610,1925,5.37,0.6,0,1,960263,162348
1,330,1045,2,1.5,1,1,60,123,24,38,960,8700,960,1610,1920,3.17,0.6,0,1,960299,162332
1,590,2263,2,2.5,1,1,41,139,22,30,383,13610,383,1610,1925,3.84,0.6,0,1,960383,162273
1,617,925,2,1,1,1,40,116,25,36,961,11702,0,0,1960,1.5,0.6,0,1,960456,162223
1,7500,930,1,1,0,1,75,128,36,26,40500,57150,0,0,1962,0.12,0.6,0,1,960442,162172
1,4300,1800,1,2,1,1,16,85,15,40,5460,17100,1610,1610,1995,0.42,0.6,0,1,961884,161233
1,3050,1600,1,2,1,1,25,108,18,33,6023,18642,1610,1610,2004,0.52,0.6,0,1,962491,162099
1,1500,1725,1,2,1,1,42,41,24,24,5100,17040,1610,1610,2004,1.15,0.6,0,1,962470,162152
1,2565,1725,1,2,1,1,66,42,24,24,6547,18471,0,0,2004,0.67,0.6,0,1,962516,162125
1,2375,1328,1,2,1,1,24.67,95,14,46,7359,21841,3440,3440,1975,0.56,0.6,0,1,960633,160108
1,2492,1328,1,2,1,1,21.75,96.92,14,46,7140,21900,0,0,1975,0.53,0.6,0,1,960653,160128
1,3045,1680,1,2,1,1,38,104,18,25,7935,19767,1610,1610,1985,0.55,0.6,0,1,960747,160082
1,2496,1316,1,2,1,1,24,104,18,25,8514,22208,1610,1610,1985,0.53,0.6,0,1,960726,160064
1,103158,54500,9,2,0,5,610,204,475,56,1044450,2577150,0,0,1939,0.53,0,1,2.4,961253,159845
1,7950,900,1,1,1,1,50,159,26,55,8905,19008,6362,6362,1955,0.11,0.6,0,1,964453,161242
1,9540,1920,1,1,1,1,60,161,40,36,12650,25406,0,0,1955,0.2,0.6,0,1,964408,161213
1,5121,2240,1,2,1,1,26.27,163,18,54,9230,31105,0,0,2012,0.44,0.6,0,1,964340,161167
1,246850,155396,16,3,178,178,350,445,160,40,555300,1314000,258891,258891,1974,0.63,0.6,0,1,963676,160850
1,5000,3024,1,2,2,2,75,100,36,35,11640,30960,0,0,2010,0.6,0.6,0,1,963223,161684
