Easements,LotArea,BldgArea,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,AssessLand,AssessTot,ExemptLand,ExemptTot,YearBuilt,BuiltFAR,ResidFAR,CommFAR,FacilFAR,XCoord,YCoord
1,65000,16146,1,1,0,1,525,145,168,96,558000,1091961,558000,1091961,1977,0.25,0,2,0,942988,170095
1,4208,2214,1,2,2,2,42.08,100,42,36,7160,22532,1610,1610,1986,0.53,0.6,0,1,942652,168195
1,1000,1080,1,1,1,1,60,93,24,45,660,13200,660,1610,1955,1.08,0.6,0,1,942413,167861
1,1205,1092,1,2,2,2,25,48.21,16,35,9450,38097,0,0,1915,0.91,0.6,0,1,942337,167227
1,1205,1312,1,2,1,2,25,48.21,16,46,18900,65250,0,0,1920,1.09,0,1,2.4,942313,167231
1,2650,1396,1,3,1,1,30,90,14,38,5940,16980,1610,1610,1988,0.53,0.6,0,1,941788,170669
1,3000,1396,1,3,1,1,30,100,14,38,7080,18120,1610,1610,1988,0.47,0.6,0,1,941799,170764
1,3600,1396,1,3,1,1,40,90,14,38,6935,17280,1610,1610,1988,0.39,0.6,0,1,941972,170647
1,1246,1596,1,3,1,2,14,89,14,38,7380,11100,0,0,1988,1.28,0.6,0,1,941946,170650
1,1260,1396,1,3,1,1,14,90,14,38,3840,13440,1610,1610,1988,1.11,0.6,0,1,941933,170652
1,1260,1396,1,3,1,1,14,90,14,38,3840,13440,0,0,1988,1.11,0.6,0,1,941920,170653
1,1260,1396,1,3,1,1,14,90,14,38,3840,13440,1610,1610,1988,1.11,0.6,0,1,941906,170655
1,1260,1396,1,3,1,1,14,90,14,38,3840,13440,0,0,1988,1.11,0.6,0,1,941893,170657
1,1260,1396,1,3,1,1,14,90,14,38,3840,13440,3840,10160,1988,1.11,0.6,0,1,941879,170658
1,1260,1396,1,3,1,1,14,90,14,38,3840,13440,0,0,1988,1.11,0.6,0,1,941865,170660
1,1260,1396,1,3,1,1,14,90,14,38,3840,13440,0,0,1988,1.11,0.6,0,1,941851,170661
1,1260,1396,1,3,1,1,14,90,14,38,3840,13440,3840,6800,1988,1.11,0.6,0,1,941837,170663
1,1260,1396,1,3,1,1,14,90,14,38,3840,13440,1610,1610,1988,1.11,0.6,0,1,941823,170665
1,1260,1396,1,3,1,1,14,90,14,38,3840,13440,0,0,1988,1.11,0.6,0,1,941810,170666
1,1400,1064,1,2,1,1,14,100,14,38,4616,15032,1610,1610,1988,0.76,0.6,0,1,941821,170761
1,1400,1064,1,2,1,1,14,1000,14,38,8404,15032,1610,1610,1988,0.76,0.6,0,1,941833,170760
1,1400,1396,1,3,1,1,14,100,14,38,4740,14760,1610,1610,1988,1,0.6,0,1,941847,170758
1,1400,1064,1,2,1,1,14,100,14,38,4616,15032,1610,1610,1988,0.76,0.6,0,1,941862,170756
1,1400,1064,1,2,1,1,14,100,14,38,5167,15285,1610,1610,1988,0.76,0.6,0,1,941875,170755
1,3600,1396,1,3,1,1,36,100,14,38,6935,17280,0,0,1988,0.39,0.6,0,1,941898,170752
1,9800,2163,1,1,1,1,40.69,220.01,25,52,11340,24360,11340,13790,1970,0.22,0.6,0,1,941615,168200
1,3876,1352,1,2.5,2,2,34,114,19,34,8461,16504,0,0,1910,0.35,0.6,0,1,941773,168215
1,5700,1523,1,2,2,2,50,114,21,32,8996,18698,0,0,1915,0.27,0.6,0,1,941766,168173
1,700,1648,1,2,2,2,20,35,18,46,2597,11794,0,0,1910,2.35,0.6,0,1,939850,170318
1,8235,1716,1,2.5,2,2,61,135,24,32,9680,16352,1610,1610,1899,0.21,0.6,0,1,939852,170358
1,3148,1632,1,2,1,1,31.41,104.44,14,44,4782,14872,0,0,2005,0.52,0.6,0,1,939675,170155
1,5350,800,2,1,1,1,50,107,22,44,5592,9676,0,0,1915,0.15,0.6,0,1,939672,170050
1,5375,3440,1,2.5,2,2,50,107,19,39,4662,18411,1610,1610,1915,0.64,0.6,0,1,939671,169999
1,5400,2160,1,2.5,2,2,50,108,20,50,5041,10506,0,0,1905,0.4,0.6,0,1,939670,169950
1,2560,1648,1,2,2,2,32.21,80.67,16,39,5400,17280,0,1881,2005,0.64,0.6,0,1,939676,168519
1,1500,1600,1,2,1,1,30,50,21,35,3300,14220,1610,1610,2001,1.07,0.6,0,1,939376,168373
1,150250,58000,5,1,0,2,288,518,56,120,277200,467550,0,0,1930,0.39,0,2,0,938694,170481
1,7150,1750,2,2,2,3,50,143,35,25,6107,10621,0,0,1955,0.24,0,2,0,938204,170277
1,7150,1242,2,1.75,1,1,50,143,26,26,7326,14560,1610,1610,1915,0.17,0,2,0,938205,170326
1,3602,1078,1,2.5,1,1,25,144.08,17,26,6276,11287,0,0,1915,0.3,0,2,0,938207,170363
1,3600,1336,1,2.5,1,1,25,144,17,24,6854,12531,0,0,1915,0.37,0,2,0,938209,170413
1,3600,1326,1,2.5,1,1,25,144,18,26,5997,12501,0,0,1915,0.37,0,2,0,938209,170437
1,5365,1528,2,2.5,1,1,37,145,18,26,6372,14349,6372,10615,1915,0.28,0,2,0,938210,170468
1,3625,1858,2,1.5,1,1,25,145,19,40,3212,8144,1610,1610,1899,0.51,0,2,0,938211,170499
1,5510,1872,2,2.5,2,2,38,145,17,26,6168,11611,0,0,1910,0.34,0,2,0,938212,170531
1,7250,1800,2,2.5,2,2,50,145,19,30,7262,15482,0,0,1910,0.25,0,2,0,938214,170575
1,5000,5800,1,2,8,8,37,137,65,45,8550,216450,0,0,1989,1.16,0.6,0,1,938179,169508
1,2784,1516,1,3,1,1,58,48,22,26,5652,16243,0,0,1988,0.54,0.6,0,1,938141,169575
1,2550,1157,1,2,1,1,29,88,14,41,5540,15206,0,0,1991,0.45,0.6,0,1,938157,169673
1,1230,1157,1,2,1,1,14,88,14,41,4270,14176,0,0,1991,0.94,0.6,0,1,938157,169696
1,2100,1157,1,2,1,1,24,88,14,41,5147,15150,0,0,1991,0.55,0.6,0,1,938158,169714
1,3500,1960,2,2,2,2,25,140.42,20,49,6261,16490,0,0,1931,0.56,0.6,0,1,938185,169738
1,3500,1960,1,2,2,3,25,140,20,49,7160,15073,0,0,1989,0.56,0.6,0,1,938186,169765
1,7050,1540,2,2.5,2,2,50,141,27,28,9110,17418,0,0,1910,0.22,0.6,0,1,938190,169876
1,6248,760,1,1,1,1,44,142,20,45,8602,15067,1610,1610,1915,0.12,0.6,0,1,938191,169924
1,3408,664,1,1,1,1,24,142,17,34,6758,10947,6758,8914,1899,0.19,0.6,0,1,938192,169959
1,4402,1872,1,2.5,2,2,31,142,24,38,5665,14416,1610,1610,1899,0.43,0.6,0,1,938193,169987
1,9420,3870,1,2,2,2,60,157,28,42,10778,26713,1610,1610,1931,0.41,0,2,0,938010,170643
1,47700,0,0,0,0,0,300,159,0,0,106200,106200,0,0,0,0,0,2,0,937999,170361
1,7750,0,2,0,0,0,50,155,0,0,0,0,0,0,0,0,0,1,2.4,937798,169638
1,15296,0,0,0,0,0,50,155,0,0,149850,149850,0,0,0,0,0,1,2.4,937976,169709
1,7700,4000,1,2,0,2,50,154,40,100,52200,121500,0,30091,1994,0.52,0,1,2.4,937971,169584
1,7650,1080,1,2.5,1,1,50,153,20,27,8847,15482,0,0,1920,0.14,0,1,2.4,937970,169534
1,2300000,12960,1,1,0,1,10,480.42,138,120,4634100,4859550,4634100,4859550,1970,0.01,0,2,0,936034,173587
3,1698840,0,0,0,0,0,39,2800,0,0,2351700,2351700,2351700,2351700,0,0,0,2,0,934003,173761
2,1916640,737830,2,1,0,1,44,2800,875,400,1871550,3531150,1871550,3531150,1934,0.38,0,2,0,934441,171178
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,935348,169576
1,230840,25788,1,1,0,8,228,655,345,75,486000,1202850,0,716850,2006,0.11,0,2,0,935005,167874
3,1406988,21500,3,2,0,1,2800,3700,2.42,12,6331500,6412500,6331500,6412500,1906,0.02,0,2,0,934083,172089
3,176854,28000,1,1,0,1,655,480,270,101,576000,970650,0,0,1961,0.16,0,2,0,932666,169543
1,4704,2128,1,2,2,2,48,98,26,46,10140,25560,0,0,1965,0.45,0.6,0,1,943570,165520
1,5292,2128,1,2,2,2,54,98,26,46,11460,28380,0,0,1965,0.4,0.6,0,1,943522,165520
1,6124,1973,1,2,2,2,21,108,29,40,9660,24660,5309,5309,1973,0.32,0.6,0,1,943510,165632
1,4840,2400,1,2,2,2,44,110,26,50,9480,28500,5750,5750,1973,0.5,0.6,0,1,943558,165629
7,42818,30903,27,2,27,27,30,40,25,34,65932,370647,29798,37613,1982,0.72,0.6,0,1,942495,165301
1,54000,28923,1,3,0,1,479,340,100,100,449550,1628100,0,0,1987,0.54,0.6,0,1,940708,162605
1,84276,108981,2,10,0,1,310,297,145,79,1332000,6128550,0,0,1975,1.29,0.6,0,1,940558,162779
1,52504,8372,1,1,0,2,189,338,91,92,407250,955800,0,253800,2001,0.16,0.6,0,1,940144,162070
1,2850,2827,1,2,3,3,30,95,22,48,6753,24931,1610,1610,1980,0.99,0.6,0,1,940115,161061
1,2850,2827,1,2,3,3,30,95,22,48,6753,24931,1610,1610,1980,0.99,0.6,0,1,940102,161034
1,2090,2827,1,2,3,3,22,95,22,48,5434,23023,0,0,1980,1.35,0.6,0,1,940091,161010
1,2090,2827,1,2,2,2,22,95,22,48,5113,23722,0,0,1980,1.35,0.6,0,1,940081,160990
1,2455,2827,1,2,2,2,31,95,22,48,5961,24740,0,0,1980,1.15,0.6,0,1,940069,160966
1,2850,2827,1,2,2,2,30,95,22,48,6480,25920,0,0,1980,0.99,0.6,0,1,940020,161080
1,2090,2827,1,2,2,2,22,95,22,48,5113,23722,1610,1610,1980,1.35,0.6,0,1,940031,161104
1,2090,2827,1,2,3,3,22,95,22,49,5435,23086,0,0,1980,1.35,0.6,0,1,940041,161125
1,2850,2827,1,2,2,2,30,95,22,48,6480,25920,3440,3440,1980,0.99,0.6,0,1,940052,161148
1,2850,2827,1,2,3,3,30,95,22,48,6753,24931,0,0,1980,0.99,0.6,0,1,940064,161175
1,2090,2827,1,2,3,3,22,95,22,48,5434,23023,1610,1610,1980,1.35,0.6,0,1,940075,161199
1,11440,2560,1,1,0,1,77,200,54,22,108000,205650,0,0,1931,0.22,0.6,0,1,939236,160632
1,17000,16560,1,2,0,3,152,175,60,90,153000,445050,0,0,1990,0.97,0.6,0,1,939267,160723
1,102149,10850,3,2,0,1,333.98,398,75,90,1131300,2645217,1131300,2645217,1946,0.11,0.6,0,1,939353,160846
1,3120,2827,1,2,2,2,40,78,22,48,6900,26100,0,0,1977,0.91,0.6,0,1,939982,161353
1,1958,2783,1,2,2,2,22,89,22,48,4860,22740,0,0,1975,1.42,0.6,0,1,939969,161329
1,2712,2827,1,2,2,2,30.25,89.67,22,48,6360,25500,6360,16190,1975,1.04,0.6,0,1,939956,161303
1,1075,2827,1,2,2,2,59,74,22,48,1440,20580,0,0,1975,2.63,0.6,0,1,939574,160684
1,3200,2827,1,2,2,2,30,92,22,48,6700,25850,1610,1610,1975,0.88,0.6,0,1,939631,160692
1,3000,2766,1,2,2,2,30,100,22,47,6540,24780,6540,15830,1975,0.92,0.6,0,1,940139,160837
1,3000,2827,1,2,3,3,30,100,22,48,7481,25567,0,0,1975,0.94,0.6,0,1,940170,160845
1,74540,0,0,0,0,0,80,662,0,0,750,750,0,0,0,0,0.6,0,1,937919,163645
1,5200,3360,1,2,3,3,40,130,60,28,9780,42000,0,0,1982,0.65,0.6,0,1,938800,163823
1,2760,1125,1,2,1,1,29,108,15,45,7140,17640,1610,1610,1975,0.41,0.6,0,1,938798,164568
1,2668,1125,1,2,1,1,29,108,15,45,7020,17460,1610,1610,1975,0.42,0.6,0,1,938819,164552
1,2668,1125,1,2,1,1,58.58,108,15,45,8160,17460,1610,1610,1975,0.42,0.6,0,1,938835,164534
1,3182,1125,1,2,1,1,29.42,108.17,14,45,7320,17760,1610,1610,1975,0.35,0.6,0,1,938850,164517
1,2668,1110,1,2,1,1,29,108,15,45,6840,16920,0,0,1975,0.42,0.6,0,1,938864,164496
1,2668,1110,1,2,1,1,29,108,15,45,6840,16920,1610,1610,1975,0.42,0.6,0,1,938875,164475
1,2668,1110,1,2,1,1,29,108,15,45,6840,16920,1610,1610,1975,0.42,0.6,0,1,938885,164453
1,2668,1110,1,2,1,1,29.42,108.17,15,45,6840,16920,6840,7670,1975,0.42,0.6,0,1,938892,164428
1,2668,1110,1,2,1,1,29.42,108.17,15,45,6900,16980,1610,1610,1975,0.42,0.6,0,1,938898,164402
1,2668,1110,1,2,1,1,29.42,108.17,15,45,6900,16980,0,0,1975,0.42,0.6,0,1,938899,164375
1,2668,1110,1,2,1,1,29.42,108.17,15,45,6900,16980,1610,1610,1975,0.42,0.6,0,1,938901,164349
1,2576,1110,1,2,1,1,28.92,108.17,15,45,6900,16980,1610,1610,1975,0.43,0.6,0,1,938897,164326
1,2376,1125,1,2,1,1,15,45,75,45,3060,18300,1610,1610,1975,0.47,0.6,0,1,938890,164305
1,2376,1125,1,2,1,1,22,108,15,45,6600,16620,1610,1610,1975,0.47,0.6,0,1,938886,164285
1,2376,1110,1,2,1,1,22,108,15,45,6480,16200,0,0,1975,0.47,0.6,0,1,938882,164264
1,2376,1110,1,2,1,1,22,108,15,45,6480,16200,4040,4040,1975,0.47,0.6,0,1,938878,164243
1,2024,1110,1,2,1,1,44,108,15,45,7140,15780,0,0,1975,0.55,0.6,0,1,938874,164222
1,2380,1110,1,2,1,1,22,108.17,15,45,6480,16200,0,0,1975,0.47,0.6,0,1,938870,164201
1,2376,1110,1,2,1,1,22,108,15,45,6480,16200,1610,1610,1975,0.47,0.6,0,1,938866,164179
1,2376,1110,1,2,1,1,22,108,15,45,6480,16200,1610,1610,1975,0.47,0.6,0,1,938862,164157
1,2376,1125,1,2,1,1,22,108,15,45,6600,16620,1610,1610,1975,0.47,0.6,0,1,938858,164135
1,2376,1125,1,2,1,1,22,108,15,45,6600,16620,1610,1610,1975,0.47,0.6,0,1,938854,164113
1,2376,1125,1,2,1,1,22,108,15,45,6600,16620,1610,1610,1975,0.47,0.6,0,1,938849,164091
1,2376,1125,1,2,1,1,22,108,15,45,6600,16620,0,0,1975,0.47,0.6,0,1,938845,164069
1,2398,1125,1,2,1,1,22,109,15,45,6540,16560,0,0,1975,0.47,0.6,0,1,938840,164048
1,2398,1125,1,2,1,1,22,109,15,45,6540,16560,1610,1610,1975,0.47,0.6,0,1,938834,164028
1,2398,1125,1,2,1,1,22,109,15,45,6540,16560,0,0,1975,0.47,0.6,0,1,938827,164008
1,2398,1125,1,2,1,1,22,109,15,45,6540,16560,3440,3440,1975,0.47,0.6,0,1,938813,163966
1,2398,1125,1,2,1,1,22,109,15,45,6540,16560,1610,1610,1975,0.47,0.6,0,1,938806,163944
1,2398,1110,1,2,1,1,22,109,15,45,6480,16200,1610,1610,1975,0.46,0.6,0,1,938799,163923
1,2616,1110,1,2,1,1,24,109,15,45,6600,16860,1610,1610,1975,0.42,0.6,0,1,938792,163902
1,2398,1326,1,2,1,1,22,109,15,45,6420,16860,1610,1610,1975,0.55,0.6,0,1,938820,163987
1,3150,1998,1,3,1,1,49,100,18,37,6099,18596,0,0,1988,0.63,0.6,0,1,937713,165218
1,1600,1798,1,3,1,1,18,90,18,37,4260,16860,1610,1610,1988,1.12,0.6,0,1,937737,165201
1,1600,1798,1,3,1,1,18,90,18,37,4260,16860,1610,1610,1988,1.12,0.6,0,1,937754,165195
1,1600,1798,1,3,1,1,18,90,18,37,3987,17893,1610,1610,1988,1.12,0.6,0,1,937771,165189
1,1584,1798,1,3,1,1,18,90,18,37,3985,17839,1610,1610,1988,1.14,0.6,0,1,937787,165181
1,1770,1798,1,3,1,1,18,98,18,37,4920,20220,1610,1610,1988,1.02,0.6,0,1,937805,165170
1,2200,1857,1,3,1,1,259,100,18,37,10030,16735,10030,11808,1997,0.84,0.6,0,1,937825,165156
1,3200,2754,1,3,2,2,35,102.25,17.83,54,8340,26160,1610,1610,1987,0.86,0.6,0,1,938233,164929
1,3909,2304,1,2,1,1,24,168,24,48,14989,23277,1610,1610,1987,0.59,0.6,0,1,938190,164845
1,3264,2754,1,3,2,2,32,102,17,54,8220,26160,0,0,1987,0.84,0.6,0,1,938284,164898
1,3264,2754,1,3,2,2,32,102,17,54,8220,26160,0,0,1987,0.84,0.6,0,1,938312,164881
1,3150,2592,1,3,2,2,30,105,16.25,54,7986,27508,0,0,1987,0.82,0.6,0,1,938339,164865
1,3150,2592,1,3,2,2,30,105,16.25,54,7986,27508,3440,3440,1987,0.82,0.6,0,1,938362,164847
1,3150,2592,1,3,2,2,30,105,16.25,54,7986,27508,0,0,1987,0.82,0.6,0,1,938387,164832
1,3150,2592,1,3,2,2,30,105,16.25,54,7986,27508,0,0,1987,0.82,0.6,0,1,938413,164817
1,2520,2304,1,3,1,1,24,105,24,48,5441,21979,3440,3440,1987,0.91,0.6,0,1,938437,164802
1,3360,2592,1,3,2,2,32,105,16.25,54,8052,27648,0,0,1987,0.77,0.6,0,1,938461,164789
1,2236,2322,1,2,1,1,51.67,105.92,17.83,49,7380,21300,1610,1610,1975,1.04,0.6,0,1,938485,164774
1,2756,2322,1,2,2,2,26,106,16.67,48.5,8220,24780,0,0,1975,0.84,0.6,0,1,938507,164760
1,2236,2298,1,2,1,1,25,105,16.67,48.5,5043,22641,5043,6836,1975,1.03,0.6,0,1,938529,164745
1,2730,2321,1,2,2,2,26,105,17.5,49,7080,23100,0,0,1975,0.85,0.6,0,1,938571,164718
1,2704,2298,1,2,2,2,26,104,17.5,49,7020,24720,3090,3090,1975,0.85,0.6,0,1,938593,164705
1,2704,2322,1,2,2,2,26,104,17.5,49,8040,24720,1610,1610,1975,0.86,0.6,0,1,938615,164691
1,2392,2289,1,2,1,1,23,104,14,49,5036,22450,1610,1610,1975,0.96,0.6,0,1,938636,164678
1,2300,1999,1,2,2,2,25,103,17,42,6734,23306,6734,18007,1975,0.87,0.6,0,1,938656,164664
1,2550,1999,1,2,1,1,25,102,17,42,6159,22753,0,0,1975,0.78,0.6,0,1,938678,164651
1,2838,2048,1,2,2,2,33,100,22,52,7225,24024,1610,1610,1975,0.72,0.6,0,1,938726,164620
1,4287,2068,1,2,2,2,35,115,22,47,9720,23340,1610,1610,1960,0.48,0.6,0,1,939016,164972
1,1691,2064,1,2,2,2,41.25,41,30,22.93,5340,18480,0,0,2004,1.22,0.6,0,1,938985,165015
1,3760,2488,1,2,2,2,47,80,22,48,7740,24660,0,0,1980,0.66,0.6,0,1,940265,164024
13,27391,24602,14,1,13,13,0.62,0,122,242,45899,181532,9720,9880,1988,0.9,0.6,0,1,938281,165465
1,67500,108688,1,3,0,1,217,379,240,125,766800,11346480,766800,11346480,2007,1.61,0.6,0,1,938601,165320
1,1850,1936,1,2,1,1,37,50,20,44,4140,15960,0,0,1987,1.05,0.6,0,1,937964,167288
1,53000,4200,1,1,0,1,531,291,45,95,306000,474750,0,81000,2000,0.08,0,1,2.4,937427,165991
1,245000,0,0,0,0,0,571,669,0,0,2161800,2161800,0,0,0,0,0,1,2.4,936680,166972
1,200000,90000,1,3,1,2,488,382,150,200,1440000,3321900,0,0,1990,0.45,0,1,2.4,936632,166579
4,3533472,0,0,0,0,0,560,4720,0,0,22921650,22921650,22921650,22921650,0,0,0,1,2.4,936638,164888
1,12300,6300,2,1,0,2,22,287,0,0,69750,203850,0,0,1994,0.51,0,2,0,934004,162665
1,16555,4000,1,1,0,1,93,153,30,80,134100,225000,0,0,1990,0.24,0,2,0,934119,162954
1,14620,0,0,0,0,0,71,180,0,0,37800,37800,0,0,0,0,0,2,0,934442,163681
1,16140,8200,1,1.5,0,1,60,140,100,65,108900,296550,0,0,1999,0.51,0,2,0,934079,162845
1,15000,600,1,1,0,1,206,92,30,20,94500,103500,0,0,1940,0.04,0,2,0,934219,163076
1,3775,0,0,0,0,0,50,77,0,0,32400,32400,0,0,0,0,0,2,0,934279,163191
1,9686,0,0,0,0,0,165,71,0,0,92700,92700,0,0,0,0,0,2,0,934325,163283
1,39700,0,0,0,0,0,146,290,0,0,337950,337950,0,0,0,0,0,2,0,932016,162202
2,52272,0,0,0,0,0,400,416,0,0,449550,449550,449550,449550,0,0,0,2,0,932420,162481
2,164700,3900,1,2,0,1,180,635,44,40,332100,401850,332100,401850,1950,0.02,0,2,0,932575,162583
3,433422,2000,3,1,0,1,446,985,40,36,263250,314100,0,0,1996,0,0,2,0,932868,162361
2,160743,0,0,0,0,0,415,400,0,0,1323900,1323900,0,0,0,0,0,2,0,933357,162482
1,254857,82528,1,3,0,1,365,661,200,120,878400,5225400,0,4347000,2001,0.32,0,2,0,933258,162060
3,114000,42000,17,1,0,1,256,662,30,125,564300,1832400,0,0,1988,0.37,0,2,0,933691,162325
4,10802880,17500,1,1,0,1,248,2800,200,50,4815450,4905450,0,0,1965,0,0,2,0,932052,165139
1,1730,880,1,2,1,1,65,100,24,26,1287,12875,1287,1610,1970,0.51,0.6,0,1,946588,158601
1,2850,1152,1,2,1,1,133,95.08,25,25,387,20831,387,1610,1970,0.4,0.6,0,1,946673,158503
1,2250,1152,1,2,1,1,90,145,25,25,540,19680,0,0,1970,0.51,0.6,0,1,946720,158450
1,1551,1152,1,2,1,1,36,51,25,25,360,17760,360,1610,1970,0.74,0.6,0,1,946770,158398
1,2145,1152,1,2,1,1,88,55,25,25,360,19440,360,1610,1970,0.54,0.6,0,1,946808,158359
1,4600,2200,1,2,2,2,27,165.33,20,40,8712,24052,0,0,1985,0.48,0.6,0,1,940198,160615
1,4653,2208,1,3,2,2,27,172.33,20,40,9064,24052,0,0,1985,0.47,0.6,0,1,940225,160617
4,3119000,0,5,0,0,0,1500,3700,0,0,19256850,19256850,19256850,19256850,0,0,0,1,2.4,935157,161096
3,3380,2600,1,1,2,2,10,52,29,50,5086,29510,0,0,1970,0.77,0.6,0,1,937194,161264
2,3536,2600,1,1,2,2,52,85,29,50,8307,30082,1610,1610,1975,0.74,0.6,0,1,937143,161276
3,3120,2016,1,2,1,1,48,83,46,25,7602,29444,1610,1610,1975,0.65,0.6,0,1,937094,161285
2,3552,2080,1,2,1,1,48,84,46,25,8580,29880,0,0,1970,0.59,0.6,0,1,937244,161254
2,4300,2810,1,2,2,2,42.25,103,29,55,9660,33300,1610,1610,1970,0.65,0.6,0,1,937681,161172
2,3780,2327,1,1,2,2,42,103,29,50,8156,28429,1610,1610,1970,0.62,0.6,0,1,937640,161179
2,3780,2327,1,1,2,2,42,103,29,50,8156,28429,1610,1610,1970,0.62,0.6,0,1,937559,161196
2,3909,2327,1,1,2,2,42,103,27,53,8260,28556,0,0,1970,0.6,0.6,0,1,937516,161206
2,4200,2327,1,1,2,2,42,100,29,50,9114,31036,1610,1610,1970,0.55,0.6,0,1,937474,161214
2,4200,2530,1,2,2,2,42,100,29,55,9304,33114,0,0,1970,0.6,0.6,0,1,937433,161224
2,4200,2327,1,1,2,2,42,100,29,50,9114,31036,0,0,1970,0.55,0.6,0,1,937391,161231
2,4300,2327,1,1,2,2,43,100,29,50,10147,32529,1610,1610,1970,0.54,0.6,0,1,937348,161241
2,406850,125187,5,2,0,1,729.67,876.58,150,340,3861000,8516745,3861000,8516745,1965,0.31,0.6,0,1,938711,161323
2,65000,45899,2,1,0,29,136.25,623.33,82,235,1170000,4440150,0,0,1960,0.71,0.6,0,1,938823,160838
2,18455,2550,1,1,0,1,112,150,30,85,224100,423900,0,0,1992,0.14,0.6,0,1,939031,160751
1,15813,0,0,0,0,0,101.42,150,0,0,13347,13347,0,0,0,0,0.6,0,1,943434,152771
1,1927,2000,1,3,1,1,47,41,20,40,4180,17680,0,0,1987,1.04,0.6,0,1,942010,154306
1,1927,2000,1,3,1,1,47,41,20,40,4180,17680,4180,13606,1987,1.04,0.6,0,1,941972,154333
1,1440,1600,1,3,1,1,30,48,20,40,4320,18120,0,0,1987,1.11,0.6,0,1,941934,154417
1,960,2000,1,3,1,1,20,48,20,40,3060,17520,0,0,1987,2.08,0.6,0,1,941954,154401
1,960,2000,1,3,1,1,20,48,20,40,2760,16500,1610,1610,1987,2.08,0.6,0,1,941971,154389
1,2256,2000,1,3,1,1,47,48,20,40,5070,19491,5070,11356,1988,0.89,0.6,0,1,941998,154369
1,2256,2000,1,3,1,1,47,48,20,40,5085,19491,1610,1610,1987,0.89,0.6,0,1,942036,154342
1,960,2000,1,3,1,1,20,48,20,40,2728,16311,1610,1610,1987,2.08,0.6,0,1,942064,154322
1,960,2000,1,3,1,1,20,48,20,40,2760,16500,1610,1610,1987,2.08,0.6,0,1,942081,154309
1,960,2000,1,3,1,1,28,48,20,40,3120,16500,0,0,1987,2.08,0.6,0,1,942100,154295
1,1344,2000,1,3,1,1,28,48,20,40,3169,16536,0,0,1987,1.49,0.6,0,1,942129,154335
1,960,1236,1,3,1,1,20,48,20,40,2457,16218,0,0,1987,1.29,0.6,0,1,942109,154349
1,960,1600,1,3,1,1,20,48,20,40,3180,16260,1610,1610,1987,1.67,0.6,0,1,942092,154362
1,2208,2000,1,3,1,1,46,48,20,40,5057,19491,1610,1610,1987,0.91,0.6,0,1,942064,154382
1,2208,2000,1,3,1,1,46,48,20,40,5057,19491,0,0,1987,0.91,0.6,0,1,942026,154409
1,960,2000,1,3,1,1,20,48,20,40,2695,16408,1610,1610,1987,2.08,0.6,0,1,941999,154429
1,960,2000,1,3,1,1,20,48,20,40,2760,16500,1610,1610,1987,2.08,0.6,0,1,941982,154442
1,1440,2000,1,3,1,1,30,48,20,40,3595,17680,1610,1610,1987,1.39,0.6,0,1,941962,154456
1,1974,1900,1,3,1,1,47,42,20,40,4449,17680,1610,1610,1987,0.96,0.6,0,1,942054,154447
1,1978,2000,1,3,1,1,46,43,20,40,4240,17808,1610,1610,1987,1.01,0.6,0,1,942092,154420
1,4030,3630,1,3,3,3,128,32,22,60,14760,33660,0,0,1980,0.9,1.25,1,2,938690,153074
1,2992,3430,1,3,6,6,22,136,22,60,2705,90608,2705,90608,1980,1.15,1.25,1,2,938673,153051
1,2964,3430,1,3,3,3,22,128,22,60,11220,37080,0,0,1980,1.16,1.25,1,2,938659,153034
1,2156,3430,1,3,3,3,22,128,22,60,8940,31020,0,0,1980,1.59,1.25,1,2,938646,153016
1,2156,3430,1,3,3,3,22,128,22,60,8940,31020,1610,1610,1980,1.59,1.25,1,2,938633,152999
1,2178,3430,1,3,3,3,22,129,22,60,9000,31080,0,0,1980,1.57,1.25,1,2,938619,152982
1,2178,3430,1,3,3,3,22,130,22,60,8974,30784,0,0,1980,1.57,1.25,1,2,938606,152964
1,2200,3430,1,3,3,3,22,130,22,60,9120,31200,0,0,1982,1.56,1.25,1,2,938593,152947
1,2200,3430,1,3,3,3,22,130,22,60,9120,31200,0,0,1982,1.56,1.25,1,2,938580,152930
1,2222,3430,1,3,3,3,22,131,22,60,9120,31260,0,0,1982,1.54,1.25,1,2,938566,152912
1,2222,3430,1,3,3,3,22,132,22,60,9180,31260,0,0,1982,1.54,1.25,1,2,938553,152895
1,2244,3430,1,3,3,3,22,132,22,60,9180,31380,0,0,1982,1.53,1.25,1,2,938539,152877
1,2244,3430,1,3,3,3,22,132,22,60,9180,31380,0,0,1982,1.53,1.25,1,2,938526,152860
1,3124,3430,1,3,3,3,22,133,22,60,10069,32844,0,0,1982,1.1,1.25,1,2,938512,152842
1,6552,3430,1,3,3,3,22,134,22,60,11359,32926,0,0,1982,0.52,1.25,1,2,938487,152810
1,322568,10382,1,1,0,1,400,400,48,64,342,432,0,0,1974,0.03,1.25,0,2,939807,149794
1,2937,1500,1,3,1,1,33,89,16,30,7505,19491,1610,1610,1987,0.51,0.6,0,1,940612,151531
